uid,title,num,crn,section,hours,times,faculty,location,limit,enrolled,available,info,description,subj,subject,subj_code,cat_term,credit_hours
202610ITAL12522,"Italian Cinema",315,12522,A,4,"MW 1400-1515,  ","A Martini","Gailor Hall 128",21,21,"Closed // Waitlist: 0","General Education: G6IT: Comprehending Cross-Culturally (Italian Culture)<br><br>Consent of professor required for late entry","This course focuses on Italian cinema from Neorealism to the present day. Through films, the course examines the social, cultural, and political history of Italy from the 1940s to today. Taught in English.",ITAL,Italian,ITAL,202610,"4 hours"
202610LATN12557,"Elementary Latin I",103,12557,A,4,"MWF 1200-1250, R 1230-1320","J Tully","Walsh-Ellett Hall 210",30,25,"Available: 5","Prerequisites: Placement; Consent of professor required for late entry","An intensive, introductory course in Latin emphasizing forms and syntax and with extensive readings. Four class hours per week.",LATN,Latin,LATN,202610,"4 hours"
202610LATN12558,"Intermediate Latin",203,12558,A,4,"MWF 1200-1250, R 1230-1320","C McDonough","Gailor Hall 212",19,19,"Closed // Waitlist: 0","Prerequisites: LATN 104 or placement; Consent of professor required for late entry","A continuation of the study of grammar with readings from a variety of authors. Four class hours per week.",LATN,Latin,LATN,202610,"4 hours"
202610LATN12761,"Intermediate Latin",203,12761,B,4,"MWF 1000-1050, R 1330-1420","J Tully","Gailor Hall 019",12,6,"Available: 6","Prerequisites: LATN 104 or placement; Consent of professor required for late entry","A continuation of the study of grammar with readings from a variety of authors. Four class hours per week.",LATN,Latin,LATN,202610,"4 hours"
202610LATN12702,"Prose of the Roman Empire",333,12702,A,4,"TR 0930-1045,  ","C McDonough","Gailor Hall 233",20,16,"Available: 4","General Education: G1: Reading Closely,G6: Comprehending Cross-Culturally (Language)<br><br>Prerequisites: LATN 203 or higher or placement; Consent of professor required for late entry","This course focuses on the historical works of Tacitus, the letter of Pliny the Younger, and the biographies of the Caesars by Suetonius.",LATN,Latin,LATN,202610,"4 hours"
202610LIBR12716,"Academic Res/Critical Thinking",101,12716,A,2,"W 1400-1600,  ","M McGuire","duPont Library G31",15,12,"Available: 3","Consent of professor required for late entry",,LIBR,"Library Resources",LIBR,202610,"2 hours"
202610MATH12471,"Euclidean and Non-Euclidean Geometry",100,12471,A,4,"MWF 1000-1050,  ","A Duffee","Walsh-Ellett Hall 206",26,22,"Available: 4","General Education: G5Q: Observing-Experimenting-Modeling (Quantitative/Algorithmic/Abstract Logical Reasoning)<br><br>Reserved Seats: new first-year students - 6 (1 available); Consent of professor required for late entry","Intended for prospective majors outside of mathematics, computer science, and the physical sciences, this course focuses on one or more important areas of mathematics with emphasis on the creativity and power of abstract representation, mathematical inquiry, and logical reasoning.  Specific past topics have included calculus, probability, number theory, group theory, and encryption.  Current topics vary by instructor.",MATH,Mathematics,MATH,202610,"4 hours"
202610MATH12472,"Euclidean and Non-Euclidean Geometry",100,12472,B,4,"MWF 1100-1150,  ","A Duffee","Walsh-Ellett Hall 206",26,20,"Available: 6","General Education: G5Q: Observing-Experimenting-Modeling (Quantitative/Algorithmic/Abstract Logical Reasoning)<br><br>Reserved Seats: new first-year students - 5 (1 available); Consent of professor required for late entry","Intended for prospective majors outside of mathematics, computer science, and the physical sciences, this course focuses on one or more important areas of mathematics with emphasis on the creativity and power of abstract representation, mathematical inquiry, and logical reasoning.  Specific past topics have included calculus, probability, number theory, group theory, and encryption.  Current topics vary by instructor.",MATH,Mathematics,MATH,202610,"4 hours"
202610MATH12473,"Calculus I",101,12473,A,4,"MWF 1000-1050,  ","Z Tu","J. Albert Woods Laboratories 121",19,20,"Closed // Waitlist: 6","General Education: G5Q: Observing-Experimenting-Modeling (Quantitative/Algorithmic/Abstract Logical Reasoning)<br><br>Reserved Seats: new first-year students - 9 (none available); Prerequisites: Placement; Consent of professor required for late entry","An elementary course introducing the student to the basic concepts of calculus: functions, transcendental functions, limits, derivatives, and integrals. Emphasis on problem solving.",MATH,Mathematics,MATH,202610,"4 hours"
202610MATH12474,"Calculus I",101,12474,B,4,"MWF 1100-1150,  ","Z Tu","J. Albert Woods Laboratories 121",19,19,"Closed // Waitlist: 7","General Education: G5Q: Observing-Experimenting-Modeling (Quantitative/Algorithmic/Abstract Logical Reasoning)<br><br>Reserved Seats: new first-year students - 9 (none available); Prerequisites: Placement; Consent of professor required for late entry","An elementary course introducing the student to the basic concepts of calculus: functions, transcendental functions, limits, derivatives, and integrals. Emphasis on problem solving.",MATH,Mathematics,MATH,202610,"4 hours"
202610MATH12475,"Calculus I",101,12475,C,4,"TR 0800-0915,  ","D Drinen","J. Albert Woods Laboratories 121",26,26,"Closed // Waitlist: 3","General Education: G5Q: Observing-Experimenting-Modeling (Quantitative/Algorithmic/Abstract Logical Reasoning)<br><br>Reserved Seats: new first-year students - 12 (none available); Prerequisites: Placement; Consent of professor required for late entry","An elementary course introducing the student to the basic concepts of calculus: functions, transcendental functions, limits, derivatives, and integrals. Emphasis on problem solving.",MATH,Mathematics,MATH,202610,"4 hours"
202610MATH12476,"Calculus I",101,12476,D,4,"TR 0930-1045,  ","D Drinen","J. Albert Woods Laboratories 121",26,26,"Closed // Waitlist: 5","General Education: G5Q: Observing-Experimenting-Modeling (Quantitative/Algorithmic/Abstract Logical Reasoning)<br><br>Reserved Seats: new first-year students - 13 (none available); Prerequisites: Placement; Consent of professor required for late entry","An elementary course introducing the student to the basic concepts of calculus: functions, transcendental functions, limits, derivatives, and integrals. Emphasis on problem solving.",MATH,Mathematics,MATH,202610,"4 hours"
202610MATH12478,"Calculus II",102,12478,A,4,"MWF 1000-1050,  ","K Liu","J. Albert Woods Laboratories 216",26,21,"Available: 5","General Education: G5Q: Observing-Experimenting-Modeling (Quantitative/Algorithmic/Abstract Logical Reasoning)<br><br>Reserved Seats: new first-year students - 5 (1 available); Prerequisites: MATH 101 or placement; Consent of professor required for late entry","A continuation of Calculus I. Topics include further theory and applications of integration, techniques of integration, and introduction to series. Some work with a computer is included.",MATH,Mathematics,MATH,202610,"4 hours"
202610MATH12479,"Calculus II",102,12479,B,4,"MWF 1100-1150,  ","K Liu","J. Albert Woods Laboratories 216",26,15,"Available: 11","General Education: G5Q: Observing-Experimenting-Modeling (Quantitative/Algorithmic/Abstract Logical Reasoning)<br><br>Reserved Seats: new first-year students - 4 (none available); Prerequisites: MATH 101 or placement; Consent of professor required for late entry","A continuation of Calculus I. Topics include further theory and applications of integration, techniques of integration, and introduction to series. Some work with a computer is included.",MATH,Mathematics,MATH,202610,"4 hours"
